Region,Subregion,Country,country_code,Variables,Sub-Variables,Value,Sentences,Working Document,Production_MW,Production_Mt,Official
Europe,Northern Europe,United Kingdom,GBR,By-product,,N/A,,,,,
Europe,Northern Europe,United Kingdom,GBR,Domestic demand,,"Industry (steam and direct firing), Power, Heat in buildings, Heavy duty transport",Summary of page 18-20,GBR_Hydrogen Sector Development Action Plan 2022 (eng).pdf,,,
Europe,Northern Europe,United Kingdom,GBR,Energy source,,"Electricity, and Fossil with CCUS",Slide 6 summary,,,,
Europe,Northern Europe,United Kingdom,GBR,Export to China,,No,,,,,
Europe,Northern Europe,United Kingdom,GBR,Investment value,,GBP 9 billion,"Analysis by BEIS suggests that the 10GW ambition could mobilise over £9 billion of private investment in production alone, and support more than 12,000 jobs by 2030 across production, distribution and storge, including domestic and exports.",GBR_Hydrogen Sector Development Action Plan 2022 (eng).pdf,,,
Europe,Northern Europe,United Kingdom,GBR,Production capacity,2030,"10,000 MW","As outlined in previous updates and in the British Energy Security Strategy (BESS) (2022), the UK government set out its doubled ambition to deliver up to 10GW of low carbon hydrogen production capacity by 2030,",GBR_Hydrogen Strategy Update to the Market August 2023 (eng),"10,000 MW",0.69 Mt,
Europe,Northern Europe,United Kingdom,GBR,Public financing,,240 milion pounds,240 million pounds Net Zero Hdrogen Fund provides capex/devex support,GBR_Hydrogen Investment Roadmap 2023 (eng),,,
Europe,Northern Europe,United Kingdom,GBR,Trade medium,,N/A,,,,,
Europe,Northern Europe,United Kingdom,GBR,Trade partner,,EU,"We want to play a key role in exporting hydrogen to others, including to continental Europe where we see increased hydrogen demand",GBR_Hydrogen Strategy Update to the Market August 2023 (eng),,,
Europe,Northern Europe,United Kingdom,GBR,Trade reason,,Obtain economic benefit from trade,"Participating in the trade of hydrogen, and related goods and services, will help UK industry play a key role in the future of the sector’s international markets, allowing us to benefit from the economic opportunities that trade creates,",GBR_Hydrogen Strategy Update to the Market August 2023 (eng),,,
Europe,Northern Europe,United Kingdom,GBR,Trade strategy,,Export,"We want to play a key role in exporting hydrogen to others, including to continental Europe where we see increased hydrogen demand",GBR_Hydrogen Strategy Update to the Market August 2023 (eng),,,
Europe,Northern Europe,United Kingdom,GBR,Trade time,,N/A,,,,,
Europe,Northern Europe,United Kingdom,GBR,Trade value,,N/A,,,,,
Europe,Northern Europe,United Kingdom,GBR,Type of hydrogen,,Low carbon,Slide 6 summary,GBR_Hydrogen Investment Roadmap 2023 (eng),,,
Europe,Southern Europe,Croatia,HRV,Additional note,,N/A,,,,,
Europe,Southern Europe,Croatia,HRV,Domestic demand,,,,,,,
Europe,Southern Europe,Croatia,HRV,Energy source,,,,,,,
Europe,Southern Europe,Croatia,HRV,Export to China,,,,,,,
Europe,Southern Europe,Croatia,HRV,Infrastructure strategy,,"Pipeline to west Europe, accelerate renewable energy supply","will build new hydrogen transport pipelines with the aim of taking on the role of an indispensable link in the transport of hydrogen from Eastern Europe, the Balkans and the Southern and Eastern Mediterranean countries to the final users of hydrogen in Croatia and to the growing regional and European hydrogen market.",CRO_Croatian Hydrogen Strategy until 2050 (eng),,,
Europe,Southern Europe,Croatia,HRV,Production capacity,,,,,,,
Europe,Southern Europe,Croatia,HRV,Public financing,,,,,,,
Europe,Southern Europe,Croatia,HRV,Trade medium,,E-fuel,Synthetic fuels (e-fuels) that have potentially lower logistics costs and higher energy density compared to compressed or liquefied hydrogen can be used in the field of air and ship transport while using known engine technologies with internal combustion. It is also necessary to develop a comprehensive planning of hydrogen use at airports. ,CRO_Croatian Hydrogen Strategy until 2050 (eng),,,
Europe,Southern Europe,Croatia,HRV,Trade medium,,Pipeline,"In the second phase, hydrogen infrastructure (newly constructed or repurposed natural gas pipeline) will transport hydrogen not only for industrial and transport applications, but also for balancing electricity and providing heat for residential and commercial buildings",CRO_Croatian Hydrogen Strategy until 2050 (eng),,,
Europe,Southern Europe,Croatia,HRV,Trade partner,,EU,"will build new hydrogen transport pipelines with the aim of taking on the role of an indispensable link in the transport of hydrogen from Eastern Europe, the Balkans and the Southern and Eastern Mediterranean countries to the final users of hydrogen in Croatia and to the growing regional and European hydrogen market.",CRO_Croatian Hydrogen Strategy until 2050 (eng),,,
Europe,Southern Europe,Croatia,HRV,Trade reason,,N/A,,,,,
Europe,Southern Europe,Croatia,HRV,Trade strategy,2030,Export,"After 2030, and especially after 2040, it is assumed that demand will grow and, accordingly, it will be essential to ensure the production of renewable hydrogen that is sufficient for all Croatia’s needs, while also taking into account potential exports of renewable hydrogen to countries in a wider environment.",CRO_Croatian Hydrogen Strategy until 2050 (eng),,,
Europe,Southern Europe,Croatia,HRV,Trade time,,,,,,,
Europe,Southern Europe,Croatia,HRV,Trade value,,N/A,,,,,
Europe,Southern Europe,Croatia,HRV,Type of hydrogen,,,,,,,
Europe,Southern Europe,Italy,ITA,Additional note,,National hydrogen strategy will be released in 2023,"This document constitutes an introduction aimed at framing the discussion that will lead to a detailed Strategy Italiana per l'Idrogeno, published early next year.",ITA_National Hydrogen Strategy Preliminary Guidelines (eng),,,
Europe,Southern Europe,Italy,ITA,By-product,,,,,,,
Europe,Southern Europe,Italy,ITA,Domestic demand,,,,,,,
Europe,Southern Europe,Italy,ITA,Energy source,,,,,,,
Europe,Southern Europe,Italy,ITA,Export to China,,,,,,,
Europe,Southern Europe,Italy,ITA,Infrastructure strategy,,,,,,,
Europe,Southern Europe,Italy,ITA,Investment value,,,,,,,
Europe,Southern Europe,Italy,ITA,Production capacity,2030,"5,000 MW",the Government expects the installation of approximately 5 GW of electrolysis capacity by 2030 to meet some of the demand,ITA_National Hydrogen Strategy Preliminary Guidelines (eng),"5,000 MW",0.35 Mt,
Europe,Southern Europe,Italy,ITA,RnD fund,,,,,,,
Europe,Southern Europe,Italy,ITA,Trade medium,,N/A,,,,,
Europe,Southern Europe,Italy,ITA,Trade partner,,,,,,,
Europe,Southern Europe,Italy,ITA,Trade reason,,N/A,,,,,
Europe,Southern Europe,Italy,ITA,Trade strategy,,N/A,,,,,
Europe,Southern Europe,Italy,ITA,Trade time,,,,,,,
Europe,Southern Europe,Italy,ITA,Trade value,,N/A,,,,,
Europe,Southern Europe,Italy,ITA,Type of hydrogen,,,,,,,
Europe,Southern Europe,Portugal,PRT,Additional note,,N/A,,,,,
Europe,Southern Europe,Portugal,PRT,By-product,,N/A,"Hydrogen has the potential to be a decarbonization vector across various sectors of the economy ,with a greater impact on Industry, Transport and Energy, positioning it self as a cost-effective solution in the medium term.",POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Portugal,PRT,Domestic demand,,"Industry, Transport, Power, Synfuel",Slide 7,POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Portugal,PRT,Energy source,,Renewable,"The production of hydrogen, in the part that exceeds the goals of internal consumption, constitutes an opportunity for Portugal to become an increasingly exporting country of renewable energies, taking advantage of its competitiveness and great potential in this sector",POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Portugal,PRT,Export to China,,N/A,,,,,
Europe,Southern Europe,Portugal,PRT,Infrastructure strategy,,Use gas infrastructure,"Enabling the injection of hydrogen, and other renewable gases, into the natural gas transport and distribution networks has the advantage of reducing costs and barriers to the entry of hydrogen into the system, prevents gas assets from becoming idle in the future, takes advantage of a system in operation that allows the immediate integration of hydrogen in the national energy system.",POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Portugal,PRT,Investment value,,"EUR 7,000 million",Slide 11,POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Portugal,PRT,Production capacity,,N/A,,,,,
Europe,Southern Europe,Portugal,PRT,Public financing,,40 million Euro,"Prepare and launch a Call to support projects for the production and distribution of energy from renewable sources, which will include the hydrogen component, which will have a budget of around 40 million euros.",POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Portugal,PRT,Trade medium,,N/A,,,,,
Europe,Southern Europe,Portugal,PRT,Trade partner,,N/A,,,,,
Europe,Southern Europe,Portugal,PRT,Trade reason,,Expand renewable energy market overseas,"The production of hydrogen, in the part that exceeds the goals of internal consumption, constitutes an opportunity for Portugal to become an increasingly exporting country of renewable energies, taking advantage of its competitiveness and great potential in this sector",POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Portugal,PRT,Trade strategy,,Export,"The production of hydrogen, in the part that exceeds the goals of internal consumption, constitutes an opportunity for Portugal to become an increasingly exporting country of renewable energies, taking advantage of its competitiveness and great potential in this sector",POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Portugal,PRT,Trade time,,N/A,,,,,
Europe,Southern Europe,Portugal,PRT,Trade value,,N/A,,,,,
Europe,Southern Europe,Portugal,PRT,Type of hydrogen,,Green,"The production of hydrogen, in the part that exceeds the goals of internal consumption, constitutes an opportunity for Portugal to become an increasingly exporting country of renewable energies, taking advantage of its competitiveness and great potential in this sector",POR_National Hydrogen Strategy EN-H2 (eng),,,
Europe,Southern Europe,Spain,ESP,Additional note,,N/A,,,,,
Europe,Southern Europe,Spain,ESP,By-product,,N/A,,,,,
Europe,Southern Europe,Spain,ESP,Domestic demand,Current,500 kt,"Currently,  hydrogen  consumption  in  Spain  is  around  500,000  t/year,  mostly  gray  hydrogen,  used  as  raw  material  mainly  in  refineries  (around  70%)  and  chemical  product  manufacturers  (25%),  corresponding  to  remaining  residual  consumption  to  sectors  such  as  metallurgical.  In  many  cases,  production  is  carried  out  directly  at  the  consumption  plant  itself  through  natural  gas  steam  reforming  facilities.",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),,,
Europe,Southern Europe,Spain,ESP,Domestic demand,Current,Refineries (70%) and chemical industries (25%),"Currently,  hydrogen  consumption  in  Spain  is  around  500,000  t/year,  mostly  gray  hydrogen,  used  as  raw  material  mainly  in  refineries  (around  70%)  and  chemical  product  manufacturers  (25%),  corresponding  to  remaining  residual  consumption  to  sectors  such  as  metallurgical.  In  many  cases,  production  is  carried  out  directly  at  the  consumption  plant  itself  through  natural  gas  steam  reforming  facilities.",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),,,
Europe,Southern Europe,Spain,ESP,Energy source,Current,Natural Gas,"Currently,  hydrogen  consumption  in  Spain  is  around  500,000  t/year,  mostly  gray  hydrogen,  used  as  raw  material  mainly  in  refineries  (around  70%)  and  chemical  product  manufacturers  (25%),  corresponding  to  remaining  residual  consumption  to  sectors  such  as  metallurgical.  In  many  cases,  production  is  carried  out  directly  at  the  consumption  plant  itself  through  natural  gas  steam  reforming  facilities.",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),,,
Europe,Southern Europe,Spain,ESP,Export to China,,N/A,,,,,
Europe,Southern Europe,Spain,ESP,Infrastructure strategy,,N/A,,,,,
Europe,Southern Europe,Spain,ESP,Investment value,2030,8.9 billion Euro,"The  achievement  of  the  objectives  listed  above  will  facilitate  the  deployment  of  investments  estimated  at  8.9  billion  euros  in  the  implementation  of  renewable  hydrogen  production  projects  and  associated  renewable  electricity  generation,  industrial  adaptations  and  mobility.",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),,,
Europe,Southern Europe,Spain,ESP,Production capacity,2024,600 MW,"However,  to  guarantee  progress  in  said  installation,  it  is  estimated  that  by  2024  a  total  installed  power  value  of  electrolyzers  of  between  300  and  600  MW  could  be  reached.",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),600 MW,0.04 Mt,
Europe,Southern Europe,Spain,ESP,Production capacity,2030,"4,000 MW","The  installation  in  Spain  of  at  least  4  GW  of  electrolyser  power  is  planned,  which  will  ideally  be  located  in  the  vicinity  of  places  of  consumption,  whether  in  the  hydrogen-consuming  industry  or  for  the  supply  of  hydrogen  plants  and  other  applications.  with  the  purpose  of  minimizing  the  costs  associated  with  the  transportation  and  storage  of  the  renewable  hydrogen  generated. ",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),"4,000 MW",0.28 Mt,
Europe,Southern Europe,Spain,ESP,Public financing,,N/A,,,,,
Europe,Southern Europe,Spain,ESP,Trade medium,,N/A,,,,,
Europe,Southern Europe,Spain,ESP,Trade partner,,N/A,,,,,
Europe,Southern Europe,Spain,ESP,Trade reason,,Expand renewable energy market overseas,"As previously indicated, Spain is destined to become one of the main European powers in the production and export of renewable hydrogen, due to its capacity to generate low-cost renewable electricity",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),,,
Europe,Southern Europe,Spain,ESP,Trade strategy,,Export,"the Roadmap for the development of Offshore Wind and Sea Energy in Spain favors Spain's role as one of the European countries with the greatest export potential of renewable energy, including renewable hydrogen",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),,,
Europe,Southern Europe,Spain,ESP,Trade time,,2030,"Furthermore,  due  to  the  good  climatic  conditions  and  the  large  areas  free  of  renewable  energy  implementation,  Spain  will  be  able  to  become  an  exporter  of  renewable  hydrogen  to  the  rest  of  Europe.  This  moment  will  occur  when  the  demand  for  renewable  hydrogen  increases  considerably  in  Europe  and  Spanish  production  capacity  is  higher  than  domestic  demand.",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),,,
Europe,Southern Europe,Spain,ESP,Trade value,,N/A,,,,,
Europe,Southern Europe,Spain,ESP,Type of hydrogen,Future,Renewable,"This  Roadmap  focuses  on  the  development  of  renewable  hydrogen,  with  a  view  to  positioning Spain  as  a  technological  reference  in  the  production  and  use  of  renewable  hydrogen,  and  create  innovative  value  chains,  which  also  contributes  to  the  following  objectives:",SPA_Hydrogen Roadmap - A Commitment to Renewable Hydrogen (eng),,,
Europe,Southern Europe,Turkey,TUR,Additional note,,2053 carbon neutrality,The “Medium-Term Program (2023–2025)” published in the Official Gazette No. 31943 on 4 September 2022 highlights that necessary steps will be taken in all sectors to attain 2053 net zero emission targets,TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),,,
Europe,Southern Europe,Turkey,TUR,By-product,,N/A,,,,,
Europe,Southern Europe,Turkey,TUR,Domestic demand,2030,100 kt demand for industrial,"According to current plans, low-carbon hydrogen demand is expected to exceed 100 ktH/year in industrial applications and gas networks by 2030.",,,,
Europe,Southern Europe,Turkey,TUR,Domestic demand,2030,"Petrochemical, transportation, fertilizer, cement, steels, glass, ",Figure 6 page 19,,,,
Europe,Southern Europe,Turkey,TUR,Energy source,,"Biomass, Biogas, Renewables, Natural Gas",Figure 3 Page 16,TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),,,
Europe,Southern Europe,Turkey,TUR,Export to China,,N/A,,,,,
Europe,Southern Europe,Turkey,TUR,Infrastructure strategy,,,,,,,
Europe,Southern Europe,Turkey,TUR,Production capacity,2030,"2,000 MW","Increase electrolyzer installed power capacity to 2 GW by 2030, 5 GW by 2035 and 70 GW by 2053.",TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),"2,000 MW",0.14 Mt,
Europe,Southern Europe,Turkey,TUR,Production capacity,2035,"5,000 MW","Increase electrolyzer installed power capacity to 2 GW by 2030, 5 GW by 2035 and 70 GW by 2053.",TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),"5,000 MW",0.35 Mt,
Europe,Southern Europe,Turkey,TUR,Production capacity,2053,"70,000 MW","Increase electrolyzer installed power capacity to 2 GW by 2030, 5 GW by 2035 and 70 GW by 2053.",TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),"70,000 MW",4.86 Mt,
Europe,Southern Europe,Turkey,TUR,Public financing,,N/A,,,,,
Europe,Southern Europe,Turkey,TUR,Trade medium,,"Borohydride, LOHC, Ammonia",Figure 4 Page 17,,,,
Europe,Southern Europe,Turkey,TUR,Trade partner,,EU,"Export excess green hydrogen and ammonia to other countries, especially to the European market, with our domestic technologies",TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),,,
Europe,Southern Europe,Turkey,TUR,Trade reason,,Provide flow of income to domestic economy,It is considered that the advantages enjoyed by Türkiye such as its high renewable energy potential and geopolitical location can enable it to both use domestically the hydrogen produced through R&D activities and export it.,TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),,,
Europe,Southern Europe,Turkey,TUR,Trade strategy,,Export,"Export excess green hydrogen and ammonia to other countries, especially to the European market, with our domestic technologies",TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),,,
Europe,Southern Europe,Turkey,TUR,Trade time,,N/A,,,,,
Europe,Southern Europe,Turkey,TUR,Trade value,,N/A,,,,,
Europe,Southern Europe,Turkey,TUR,Type of hydrogen,,"Green, Blue, Turquoise",Figure 3 Page 16,TUR_Turkiye Hydrogen Technology Strategy and Roadmap (eng),,,
Europe,Western Europe,Austria,AUT,Additional note,,N/A,,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Domestic demand,,"Chemical industry, steel industry, aviation, shipping, long haul trucks, peak load balance",Figure 3: strategic use of hydrogen in page 6,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Energy source,Blue,"Fossil fuel, biomass",1 GW electrolyzer capacity by 2030,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Energy source,,"Electricity grid, and biomass","Currently, and for the decisive years of the market ramp-up, two production pathways are especially relevant for the commercial production of renewable hydrogen: electrolysis and the biogenic hydrogen production through biomass-gasification3 Hydrogen Strategy for Austria processes. ",AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Export to China,,No,No mention anything to export outside of EU,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Investment value,,N/A,,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Production capacity,2030,1000 MW,1 GW electrolyzer capacity by 2030,AUT_Hydrogen strategy for Austria (eng),"1,000 MW",0.07 Mt,
Europe,Western Europe,Austria,AUT,Public financing,,N/A,,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,RnD fund,,N/A,,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Trade medium,,N/A,,,,,
Europe,Western Europe,Austria,AUT,Trade partner,,EU,"In  this  context,  a  concept  is  being  developed  to  develop  import  options  and  establish  European  and  international  cooperation  partnerships  for  climate-neutral  hydrogen  and  its  derivatives.",AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Trade reason,,Domestic demand exceeds national production potential,In a climate-neutral Austria 2040 it is expected that the demand for renewable gases will exceed the national production potential.,AUT_Executive-summary (eng),,,
Europe,Western Europe,Austria,AUT,Trade strategy,,Import,Establishing an infrastructure for hydrogen and creating import opportunities,AUT_Executive-summary (eng),,,
Europe,Western Europe,Austria,AUT,Trade time,,N/A,,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Trade value,,N/A,,AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Austria,AUT,Type of hydrogen,,Blue,"Currently, and for the decisive years of the market ramp-up, two production pathways are especially relevant for the commercial production of renewable hydrogen: electrolysis and the biogenic hydrogen production through biomass-gasification3 Hydrogen Strategy for Austria processes. ",AUT_Hydrogen strategy for Austria (eng),,,
Europe,Western Europe,Belgium,BEL,Additional note,,N/A,,,,,
Europe,Western Europe,Belgium,BEL,Domestic demand,,"Marine, Aviation, etc. ","The federal government believes that in case any operational support, guarantee or quota would be put in place, it should be focused on supporting the demand for the right vector in the right sector, taking the ‘energy efficiency first’ principle into account. These discussion are currently ongoing within the Fit for 55 package (Renewable Energy Directive, RefuelEU Aviation Regulation, FuelEU Maritime Regulation).",BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Energy source,2030,Renewable,"Within the current energy context, renewable H2-molecules and H2-derivatives are becoming faster competitive, even before 2030 under certain gas price scenarios.",BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Energy source,2023,"Natural gas, Coal, Renewable, Grid",Fossil production with lowered GHG emissions (such as SMR and ATR installations coupled with CCS as well as pyrolysis plants) can therefore play a transitional role to kickstart the market.,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Export to China,,No,(No informatin about export),BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Infrastructure strategy,2028,"Hydrogen transport network to DE, FR, NL","Belgium has the ambition to have its hydrogen transport network interconnected with at least Germany, France and the Netherlands by 2028 in order to support its international positioning as an import and transit hub for renewable energy in Europe (see pillar 1).",BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Production capacity,2026,150 MW,Belgium has therefore set itself the target within the national Recovery and Resilience plan of having at least 150 MW of electrolysis capacity into operation by 2026. ,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,150 MW,0.01 Mt,
Europe,Western Europe,Belgium,BEL,Public financing,,300 million Euro,The federal government has foreseen an envelope of 300 million € in order to accelerate the interconnection with Germany to be operational by 2028.,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Trade medium,,"Ammonia, Methanol",H2-derivatives such as ammonia or methanol can easily be stored. Technologies also exist for their reverse conversion to H2-molecules. ,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Trade partner,,"UK and NO, North Africa, Middle East, US","The federal government identifies 3 major import routes: North Sea, Southern, The shipping",BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Trade reason,,Limited domestic renewable energy resources,"In spite of these ambitions, electrolysis capacity will remain limited in Belgium because of the limited local renewable energy potential.",BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Trade strategy,,Import,Belgium will import significant quantities of renewable H2-molecules and H2-derivatives (20 TWh in 2030 and between 200 and 350 TWh in 2050) to cover its domestic demand as well as the transit activities to neighbouring countries.,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Trade time,,N/A,,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Trade value,2030,20 TWh,Belgium will import significant quantities of renewable H2-molecules and H2-derivatives (20 TWh in 2030 and between 200 and 350 TWh in 2050) to cover its domestic demand as well as the transit activities to neighbouring countries.,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Trade value,2050,350 TWh,Belgium will import significant quantities of renewable H2-molecules and H2-derivatives (20 TWh in 2030 and between 200 and 350 TWh in 2050) to cover its domestic demand as well as the transit activities to neighbouring countries.,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Type of hydrogen,2023,Blue,Fossil production with lowered GHG emissions (such as SMR and ATR installations coupled with CCS as well as pyrolysis plants) can therefore play a transitional role to kickstart the market,BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,Belgium,BEL,Type of hydrogen,2030,Green,"Within the current energy context, renewable H2-molecules and H2-derivatives are becoming faster competitive, even before 2030 under certain gas price scenarios.",BEL_Update of Belgian Federal Hydrogen Strategy 2022 (eng).pdf,,,
Europe,Western Europe,France,FRA,Additional note,,Problem of sovereignty given that hydrogen is based on methane and natural gas is currently imported ,,,,,
Europe,Western Europe,France,FRA,Additional note,,"Currently looking at biomass gasification (locally, if available)",,,,,
Europe,Western Europe,France,FRA,Additional note,,Natural hydrogen. First permit has been given in the South of France.,,,,,
Europe,Western Europe,France,FRA,By-product,,N/A,,,,,
Europe,Western Europe,France,FRA,Domestic demand,Current,"Refineries, ammonia",Page 5,,,,
Europe,Western Europe,France,FRA,Domestic demand,Future,"Power arbitraging, industry, transport, fertilisers","Page 5, Page 32",,,,
Europe,Western Europe,France,FRA,Domestic demand,Current,430 kt,Page 5,,,,
Europe,Western Europe,France,FRA,Domestic demand,2030,700 kt,,,,,
Europe,Western Europe,France,FRA,Domestic demand,2035,1 Mt,,,,,
Europe,Western Europe,France,FRA,Energy source,Current,Fossil (Natural Gas),Page 5,,,,
Europe,Western Europe,France,FRA,Energy source,Future,Nuclear and Renewable,Page 7,,,,
Europe,Western Europe,France,FRA,Export to China,,N/A,,,,,
Europe,Western Europe,France,FRA,Infrastructure strategy,,"EUR 3bn: Industry to develop hydrogen related components, production of decarbonized hydrogen. Industrial hub: Le Havre, Fos, Dunkerque, vallée de la Chimie",Page 14 to 19,,,,
Europe,Western Europe,France,FRA,Investment value,,EUR 9bn,,,,,
Europe,Western Europe,France,FRA,Production capacity,Current,430 kt,Page 5,FRA_National strategy for the development of decarbonized and renewable hydrogen (eng),,,
Europe,Western Europe,France,FRA,Production capacity,2030,6500 MW (30-35 TWh) / 600 kt,Page 21,FRA_National strategy for the development of decarbonized and renewable hydrogen (eng),,,
Europe,Western Europe,France,FRA,Production capacity,2035,10000 MW (50-60 TWh) / 1Mt,Page 21,FRA_National strategy for the development of decarbonized and renewable hydrogen (eng),#VALUE!,#VALUE!,
Europe,Western Europe,France,FRA,Public financing,,EUR 4bn in CfD to develop 1 GW (10 yrs),,,,,
Europe,Western Europe,France,FRA,Trade medium,,"LH2, H2 by pipelines, NH3, e-fuels",Page 26,,,,
Europe,Western Europe,France,FRA,Trade partner,,N/A,,,,,
Europe,Western Europe,France,FRA,Trade reason,,Re-industrialise the economy,Page 6,,,,
Europe,Western Europe,France,FRA,Trade strategy,,Import (considering if the price is good),,FRA_National strategy for the development of decarbonized and renewable hydrogen (eng),,,
Europe,Western Europe,France,FRA,Trade time,,N/A,,,,,
Europe,Western Europe,France,FRA,Trade value,,N/A,,,,,
Europe,Western Europe,France,FRA,Type of hydrogen,Current,High carbon,Page 5,,,,
Europe,Western Europe,France,FRA,Type of hydrogen,Future,Low carbon,Page 7,,,,
Europe,Western Europe,Germany,DEU,Additional note,,Specific Import Strategy of Hydrogen document will be released in 2023,"In addition to the focus on the domestic production of hydrogen, the NWS will therefore be supplemented by an import strategy for hydrogen and hydrogen derivatives",DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,By-product,,N/A,,,,,
Europe,Western Europe,Germany,DEU,Domestic demand,,N/A,,,,,
Europe,Western Europe,Germany,DEU,Energy source,,Renewable,"The  backbone  of  the  domestic  production  of  green  hydrogen  is  the  expansion  of  electricity  generation  from  renewable  energies,  which  we  want  to  promote  massively.",DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,Export to China,,N/A,,,,,
Europe,Western Europe,Germany,DEU,Infrastructure strategy,,Import by ship,"The import of hydrogen and derivatives in particular is planned to be largely ship-based, at least until 2030. Imports of green methane, synthetic methanol, LOHC (Liquid Organic Hydrogen Carrier) and liquid hydrogen may play a role in the medium to long term.",DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,Investment value,,N/A,,,,,
Europe,Western Europe,Germany,DEU,Production capacity,2030,"10,000 MW","In  addition  to  doubling  the  national  expansion  target  for  electrolysis  capacity  from  5  to  at  least  10  GW  by  2030,  the  coalition  agreement  provides  for  infrastructure  development  to  be  accelerated  and  Germany  to  become  the  lead  market  for  hydrogen  technologies  by  2030.",DEU_Update on the national hydrogen strategy 2023 (eng),"10,000 MW",0.69 Mt,
Europe,Western Europe,Germany,DEU,Public financing,,N/A,,,,,
